date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:47:29	2730675/2730675	---M--	200	added ('OK')	image/png	etag:%2213c80f2e-29aab3-559c8c08e0143%22	https://www.klevermedia.co.uk/html_templates/movie_star_html/images/slide-3.png	E:/01.Web/Movie%20Star/www.klevermedia.co.uk/html_templates/movie_star_html/images/slide-3.png	(from https://www.klevermedia.co.uk/html_templates/movie_star_html/)
23:47:29	35452/35452	---MCZ	200	added ('OK')	application/javascript	etag:W/%22128035b9-8a7c-559c898b4b13e%22	https://www.klevermedia.co.uk/html_templates/movie_star_html/js/bootstrap.min.js	E:/01.Web/Movie%20Star/www.klevermedia.co.uk/html_templates/movie_star_html/js/bootstrap.min.js	(from https://www.klevermedia.co.uk/html_templates/movie_star_html/)
23:47:29	2569/2569	---MCZ	200	added ('OK')	application/javascript	etag:W/%22128035c1-a09-559c898bf7d68%22	https://www.klevermedia.co.uk/html_templates/movie_star_html/js/headhesive.min.js	E:/01.Web/Movie%20Star/www.klevermedia.co.uk/html_templates/movie_star_html/js/headhesive.min.js	(from https://www.klevermedia.co.uk/html_templates/movie_star_html/)
23:47:29	2899/2899	---MCZ	200	added ('OK')	application/javascript	etag:W/%22128035c4-b53-559c898b88a55%22	https://www.klevermedia.co.uk/html_templates/movie_star_html/js/matchHeight.min.js	E:/01.Web/Movie%20Star/www.klevermedia.co.uk/html_templates/movie_star_html/js/matchHeight.min.js	(from https://www.klevermedia.co.uk/html_templates/movie_star_html/)
23:47:29	7341/7341	---MCZ	200	added ('OK')	application/javascript	etag:W/%22128035c5-1d61-559c898b6ee83%22	https://www.klevermedia.co.uk/html_templates/movie_star_html/js/modernizr.custom.js	E:/01.Web/Movie%20Star/www.klevermedia.co.uk/html_templates/movie_star_html/js/modernizr.custom.js	(from https://www.klevermedia.co.uk/html_templates/movie_star_html/)
23:47:30	41953/41953	---MCZ	200	added ('OK')	application/javascript	etag:W/%22128035ca-a3e1-559c898c5f886%22	https://www.klevermedia.co.uk/html_templates/movie_star_html/js/slick.min.js	E:/01.Web/Movie%20Star/www.klevermedia.co.uk/html_templates/movie_star_html/js/slick.min.js	(from https://www.klevermedia.co.uk/html_templates/movie_star_html/)
23:47:30	9756/9756	---MCZ	200	added ('OK')	application/javascript	etag:W/%22128035cb-261c-559c898c315c4%22	https://www.klevermedia.co.uk/html_templates/movie_star_html/js/venobox.min.js	E:/01.Web/Movie%20Star/www.klevermedia.co.uk/html_templates/movie_star_html/js/venobox.min.js	(from https://www.klevermedia.co.uk/html_templates/movie_star_html/)
23:47:31	2730675/2730675	---M--	200	added ('OK')	image/png	etag:%2213c80f67-29aab3-559c8c0d1d5a4%22	https://www.klevermedia.co.uk/html_templates/movie_star_html/images/slide-6.png	E:/01.Web/Movie%20Star/www.klevermedia.co.uk/html_templates/movie_star_html/images/slide-6.png	(from https://www.klevermedia.co.uk/html_templates/movie_star_html/)
23:47:31	3485/3485	---MCZ	200	added ('OK')	text/javascript	etag:W/%224f40643e98aaef69085cba8bc0ce1c07%22	https://use.fontawesome.com/4dfd2d448a.js	E:/01.Web/Movie%20Star/use.fontawesome.com/4dfd2d448a.js	(from https://www.klevermedia.co.uk/html_templates/movie_star_html/)
23:47:32	7179/7179	---MCZ	200	added ('OK')	application/javascript	etag:W/%22128035bc-3995-559c898b3fd16%22	https://www.klevermedia.co.uk/html_templates/movie_star_html/js/custom.js	E:/01.Web/Movie%20Star/www.klevermedia.co.uk/html_templates/movie_star_html/js/custom.js	(from https://www.klevermedia.co.uk/html_templates/movie_star_html/)
23:47:34	17123/17123	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2029%20Nov%202017%2017:49:42%20GMT	https://www.klevermedia.co.uk/html_templates/movie_star_html/fonts/glyphicons-halflings-regular.eot	E:/01.Web/Movie%20Star/www.klevermedia.co.uk/html_templates/movie_star_html/fonts/glyphicons-halflings-regular.eot	(from https://www.klevermedia.co.uk/html_templates/movie_star_html/css/bootstrap.min.css)
23:47:36	17123/17123	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2029%20Nov%202017%2017:49:44%20GMT	https://www.klevermedia.co.uk/html_templates/movie_star_html/fonts/glyphicons-halflings-regular.eot?	E:/01.Web/Movie%20Star/www.klevermedia.co.uk/html_templates/movie_star_html/fonts/glyphicons-halflings-regulard41d.eot	(from https://www.klevermedia.co.uk/html_templates/movie_star_html/css/bootstrap.min.css)
23:47:37	17123/17123	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2029%20Nov%202017%2017:49:46%20GMT	https://www.klevermedia.co.uk/html_templates/movie_star_html/fonts/glyphicons-halflings-regular.woff2	E:/01.Web/Movie%20Star/www.klevermedia.co.uk/html_templates/movie_star_html/fonts/glyphicons-halflings-regular.woff2	(from https://www.klevermedia.co.uk/html_templates/movie_star_html/css/bootstrap.min.css)
23:47:39	17123/17123	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2029%20Nov%202017%2017:49:47%20GMT	https://www.klevermedia.co.uk/html_templates/movie_star_html/fonts/glyphicons-halflings-regular.woff	E:/01.Web/Movie%20Star/www.klevermedia.co.uk/html_templates/movie_star_html/fonts/glyphicons-halflings-regular.woff	(from https://www.klevermedia.co.uk/html_templates/movie_star_html/css/bootstrap.min.css)
23:47:41	17123/17123	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2029%20Nov%202017%2017:49:50%20GMT	https://www.klevermedia.co.uk/html_templates/movie_star_html/fonts/glyphicons-halflings-regular.ttf	E:/01.Web/Movie%20Star/www.klevermedia.co.uk/html_templates/movie_star_html/fonts/glyphicons-halflings-regular.ttf	(from https://www.klevermedia.co.uk/html_templates/movie_star_html/css/bootstrap.min.css)
23:47:43	17123/17123	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2029%20Nov%202017%2017:49:52%20GMT	https://www.klevermedia.co.uk/html_templates/movie_star_html/fonts/glyphicons-halflings-regular.svg	E:/01.Web/Movie%20Star/www.klevermedia.co.uk/html_templates/movie_star_html/fonts/glyphicons-halflings-regular.svg	(from https://www.klevermedia.co.uk/html_templates/movie_star_html/css/bootstrap.min.css)
23:47:45	63285/63285	---M--	200	added ('OK')	image/jpeg	etag:%2213c80f00-f735-559c8c010c26e%22	https://www.klevermedia.co.uk/html_templates/movie_star_html/images/hero-shortcodes.jpg	E:/01.Web/Movie%20Star/www.klevermedia.co.uk/html_templates/movie_star_html/images/hero-shortcodes.jpg	(from https://www.klevermedia.co.uk/html_templates/movie_star_html/shortcodes.html)
23:47:46	198103/198103	---M--	200	added ('OK')	image/jpeg	etag:%2213c80f79-305d7-559c8c0da9007%22	https://www.klevermedia.co.uk/html_templates/movie_star_html/images/hero-whats-on.jpg	E:/01.Web/Movie%20Star/www.klevermedia.co.uk/html_templates/movie_star_html/images/hero-whats-on.jpg	(from https://www.klevermedia.co.uk/html_templates/movie_star_html/whats-on.html)
23:47:51	170187/170187	---M--	200	added ('OK')	image/png	etag:%2213c80f6d-298cb-559c8c0bf4ec6%22	https://www.klevermedia.co.uk/html_templates/movie_star_html/images/news-1.png	E:/01.Web/Movie%20Star/www.klevermedia.co.uk/html_templates/movie_star_html/images/news-1.png	(from https://www.klevermedia.co.uk/html_templates/movie_star_html/shortcodes.html)
23:47:51	160352/160352	---M--	200	added ('OK')	image/png	etag:%2213c80f8e-27260-559c8c0f88ea8%22	https://www.klevermedia.co.uk/html_templates/movie_star_html/images/news-2.png	E:/01.Web/Movie%20Star/www.klevermedia.co.uk/html_templates/movie_star_html/images/news-2.png	(from https://www.klevermedia.co.uk/html_templates/movie_star_html/shortcodes.html)
23:47:51	92557/92557	---M--	200	added ('OK')	image/png	etag:%2213c80f92-1698d-559c8c0fb83ae%22	https://www.klevermedia.co.uk/html_templates/movie_star_html/images/news-3.png	E:/01.Web/Movie%20Star/www.klevermedia.co.uk/html_templates/movie_star_html/images/news-3.png	(from https://www.klevermedia.co.uk/html_templates/movie_star_html/shortcodes.html)
23:48:00	357828/357828	---M--	200	added ('OK')	image/png	etag:%2213c80f1e-575c4-559c8c055b416%22	https://www.klevermedia.co.uk/html_templates/movie_star_html/images/post-1.png	E:/01.Web/Movie%20Star/www.klevermedia.co.uk/html_templates/movie_star_html/images/post-1.png	(from https://www.klevermedia.co.uk/html_templates/movie_star_html/news.html)
23:48:02	356553/356553	---M--	200	added ('OK')	image/png	etag:%2213c80f8d-570c9-559c8c0f77cfc%22	https://www.klevermedia.co.uk/html_templates/movie_star_html/images/post-2.png	E:/01.Web/Movie%20Star/www.klevermedia.co.uk/html_templates/movie_star_html/images/post-2.png	(from https://www.klevermedia.co.uk/html_templates/movie_star_html/news.html)
23:48:02	410584/410584	---M--	200	added ('OK')	image/jpeg	etag:%2213c80f5f-643d8-559c8c0a45b6f%22	https://www.klevermedia.co.uk/html_templates/movie_star_html/images/hero-news.jpg	E:/01.Web/Movie%20Star/www.klevermedia.co.uk/html_templates/movie_star_html/images/hero-news.jpg	(from https://www.klevermedia.co.uk/html_templates/movie_star_html/news.html)
23:48:09	478539/478539	---M--	200	added ('OK')	image/png	etag:%2213c80f4b-74d4b-559c8c0ac9cf9%22	https://www.klevermedia.co.uk/html_templates/movie_star_html/images/post-3.png	E:/01.Web/Movie%20Star/www.klevermedia.co.uk/html_templates/movie_star_html/images/post-3.png	(from https://www.klevermedia.co.uk/html_templates/movie_star_html/news.html)
23:48:11	9687/9687	---M--	200	added ('OK')	image/png	etag:%2213c80f68-25d7-559c8c0b30960%22	https://www.klevermedia.co.uk/html_templates/movie_star_html/images/avatar.png	E:/01.Web/Movie%20Star/www.klevermedia.co.uk/html_templates/movie_star_html/images/avatar.png	(from https://www.klevermedia.co.uk/html_templates/movie_star_html/news-single.html)
23:48:13	368549/368549	---M--	200	added ('OK')	image/png	etag:%2213c80f95-59fa5-559c8c1039ae8%22	https://www.klevermedia.co.uk/html_templates/movie_star_html/images/post-5.png	E:/01.Web/Movie%20Star/www.klevermedia.co.uk/html_templates/movie_star_html/images/post-5.png	(from https://www.klevermedia.co.uk/html_templates/movie_star_html/news.html)
23:48:13	265833/265833	---M--	200	added ('OK')	image/jpeg	etag:%2213c80f16-40e69-559c8c037a5c4%22	https://www.klevermedia.co.uk/html_templates/movie_star_html/images/hero-news-single.jpg	E:/01.Web/Movie%20Star/www.klevermedia.co.uk/html_templates/movie_star_html/images/hero-news-single.jpg	(from https://www.klevermedia.co.uk/html_templates/movie_star_html/news-single.html)
23:48:13	855/855	---MCZ	200	added ('OK')	application/javascript	etag:W/%225a1be9c1-357%22	https://www.klevermedia.co.uk/cdn-cgi/scripts/0e574bed/cloudflare-static/email-decode.min.js	E:/01.Web/Movie%20Star/www.klevermedia.co.uk/cdn-cgi/scripts/0e574bed/cloudflare-static/email-decode.min.js	(from https://www.klevermedia.co.uk/html_templates/movie_star_html/contact.html)
23:48:14	25225/25225	---MCZ	200	added ('OK')	application/javascript	etag:W/%22128035bf-6289-559c898c3ed8d%22	https://www.klevermedia.co.uk/html_templates/movie_star_html/js/gmap3.min.js	E:/01.Web/Movie%20Star/www.klevermedia.co.uk/html_templates/movie_star_html/js/gmap3.min.js	(from https://www.klevermedia.co.uk/html_templates/movie_star_html/contact.html)
23:48:14	430364/430364	---M--	200	added ('OK')	image/png	etag:%2213c80f01-6911c-559c8c01904cb%22	https://www.klevermedia.co.uk/html_templates/movie_star_html/images/post-4.png	E:/01.Web/Movie%20Star/www.klevermedia.co.uk/html_templates/movie_star_html/images/post-4.png	(from https://www.klevermedia.co.uk/html_templates/movie_star_html/news.html)
23:48:15	17123/17123	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2029%20Nov%202017%2017:50:23%20GMT	https://www.klevermedia.co.uk/html_templates/movie_star_html/comng-soon.html	E:/01.Web/Movie%20Star/www.klevermedia.co.uk/html_templates/movie_star_html/comng-soon.html	(from https://www.klevermedia.co.uk/html_templates/movie_star_html/single-movie.html)
23:48:17	58774/58774	---M--	200	added ('OK')	image/jpeg	etag:%2213c80f0d-e596-559c8c02a6a48%22	https://www.klevermedia.co.uk/html_templates/movie_star_html/images/movie-16.jpg	E:/01.Web/Movie%20Star/www.klevermedia.co.uk/html_templates/movie_star_html/images/movie-16.jpg	(from https://www.klevermedia.co.uk/html_templates/movie_star_html/single-movie.html)
23:48:26	513611/513611	---M--	200	added ('OK')	image/jpeg	etag:%2213c80ec5-7d64b-559c8bff598ef%22	https://www.klevermedia.co.uk/html_templates/movie_star_html/images/hero-contact.jpg	E:/01.Web/Movie%20Star/www.klevermedia.co.uk/html_templates/movie_star_html/images/hero-contact.jpg	(from https://www.klevermedia.co.uk/html_templates/movie_star_html/contact.html)
23:48:32	304742/304742	---M--	200	added ('OK')	image/jpeg	etag:%2213c80efa-4a666-559c8c00d225e%22	https://www.klevermedia.co.uk/html_templates/movie_star_html/images/gallery-slide-1.jpg	E:/01.Web/Movie%20Star/www.klevermedia.co.uk/html_templates/movie_star_html/images/gallery-slide-1.jpg	(from https://www.klevermedia.co.uk/html_templates/movie_star_html/single-movie.html)
23:48:32	378309/378309	---M--	200	added ('OK')	image/jpeg	etag:%2213c80f23-5c5c5-559c8c0666928%22	https://www.klevermedia.co.uk/html_templates/movie_star_html/images/hero-single-movie.jpg	E:/01.Web/Movie%20Star/www.klevermedia.co.uk/html_templates/movie_star_html/images/hero-single-movie.jpg	(from https://www.klevermedia.co.uk/html_templates/movie_star_html/single-movie.html)
23:48:37	43535/43535	---M--	200	added ('OK')	image/png	etag:%2213c80f1b-aa0f-559c8c040f12d%22	https://www.klevermedia.co.uk/html_templates/movie_star_html/images/gallery-thumb-1.png	E:/01.Web/Movie%20Star/www.klevermedia.co.uk/html_templates/movie_star_html/images/gallery-thumb-1.png	(from https://www.klevermedia.co.uk/html_templates/movie_star_html/single-movie.html)
